2372	1
2381	1
2391	1
2404	1
2497	1
2498	3
2501	1
2505	1
2509	1
2511	1
2528	1
2529	4
2530	1
2531	3
2532	1
2533	2
2534	3
2535	3
2538	1
2540	2
2541	4
2542	1
2543	4
2544	3
2545	1
2546	6
2547	2
2548	5
2549	3
2550	1
2554	1
2559	1
2657	1
2682	1
2760	1
2762	1
2764	1
2766	1
2784	1
2785	4
2786	5
2787	5
2788	2
2789	3
2790	5
2791	4
2792	2
2796	4
2797	6
2798	6
2800	9
2801	1
2802	4
2803	5
2804	4
2805	2
2806	4
2810	2
2887	1
2933	1
3010	1
3017	1
3021	1
3024	1
3026	2
3040	1
3041	7
3042	2
3043	6
3044	4
3045	1
3046	5
3047	6
3048	1
3049	3
3050	1
3052	4
3053	5
3054	2
3055	2
3056	6
3057	1
3058	5
3059	5
3060	6
3061	2
3062	2
3066	1
3071	1
3125	1
3138	1
3148	1
3265	1
3267	2
3268	1
3270	2
3277	1
3278	2
3283	2
3290	2
3297	7
3298	3
3299	9
3300	8
3301	2
3302	5
3303	4
3304	1
3306	3
3308	6
3309	8
3310	3
3311	4
3312	5
3314	7
3315	12
3316	9
3317	3
3318	4
3320	1
3322	1
3521	1
3525	1
3529	3
3533	1
3536	1
3553	10
3554	3
3555	2
3556	4
3557	1
3558	2
3559	2
3561	1
3562	2
3563	2
3564	1
3565	3
3566	3
3568	6
3569	1
3570	6
3571	1
3572	2
3573	4
3574	3
3577	1
3622	1
3633	1
3701	1
3781	1
3794	2
3809	16
3810	3
3811	6
3812	3
3813	1
3814	7
3815	2
3817	3
3819	2
3820	2
3821	5
3822	4
3823	4
3824	9
3826	7
3827	4
3828	5
3829	3
3830	3
3832	1
3906	1
3923	1
3933	1
4033	3
4034	2
4037	2
4040	1
4042	1
4044	1
4045	1
4048	1
4050	1
4051	1
4056	2
4057	1
4058	1
4061	1
4065	5
4066	4
4067	5
4068	6
4069	1
4070	3
4071	4
4072	1
4073	1
4074	2
4076	4
4077	5
4078	1
4079	6
4080	4
4082	6
4083	4
4084	4
4085	2
4086	5
4149	1
4193	1
4206	1
4291	1
4292	1
4294	2
4300	1
4304	1
4309	1
4314	1
4321	6
4322	3
4323	5
4324	4
4325	1
4326	5
4327	3
4328	1
4332	5
4333	6
4334	4
4336	3
4338	7
4339	5
4340	4
4341	3
4342	4
4346	2
4347	1
4350	1
4399	1
4401	1
4445	1
4547	1
4551	1
4553	1
4554	2
4557	1
4563	1
4569	2
4577	9
4578	1
4579	3
4580	3
4581	1
4582	3
4583	4
4585	2
4586	2
4587	2
4588	3
4589	2
4590	3
4591	1
4592	3
4593	1
4594	4
4595	3
4596	5
4597	2
4598	6
4599	1
4601	2
4602	1
4603	1
4607	1
4655	1
4661	1
4669	1
4674	1
4685	1
4710	1
4801	2
4803	3
4805	1
4806	1
4807	2
4810	1
4811	2
4814	2
4815	2
4818	1
4819	3
4822	1
4826	2
4829	1
4833	11
4834	5
4835	10
4836	7
4837	3
4838	8
4839	2
4841	3
4842	2
4843	1
4844	4
4845	6
4846	1
4847	6
4848	4
4850	3
4851	6
4852	3
4854	2
4858	1
4860	1
4917	1
4930	1
4981	1
5059	2
5061	1
5063	1
5064	1
5069	2
5071	1
5072	2
5074	1
5089	9
5090	3
5091	2
5092	2
5094	2
5095	1
5096	2
5097	2
5100	4
5101	6
5102	2
5103	6
5104	4
5106	7
5107	3
5108	4
5109	1
5110	3
5114	1
5116	1
5209	1
5237	1
5315	1
5316	1
5318	2
5319	1
5320	1
5322	1
5323	1
5324	1
5325	1
5330	1
5332	2
5345	8
5346	2
5347	3
5348	3
5349	2
5350	5
5351	2
5353	3
5354	2
5356	6
5357	3
5358	3
5359	4
5360	3
5362	8
5363	2
5364	3
5365	3
5366	5
5369	1
5375	1
5423	1
5429	3
5451	1
5575	1
5577	1
5584	1
5588	2
5590	1
5601	13
5602	2
5603	6
5604	4
5605	2
5606	6
5607	3
5609	3
5610	2
5612	3
5613	6
5615	6
5616	4
5617	1
5618	5
5619	7
5620	5
5621	3
5622	2
5623	2
5626	1
5818	1
5825	1
5827	2
5831	2
5834	2
5838	1
5840	2
5844	1
5850	1
5857	6
5858	2
5859	6
5860	2
5861	1
5862	2
5863	4
5864	1
5865	2
5866	1
5868	4
5869	4
5870	1
5872	5
5874	7
5875	6
5876	6
5877	3
5878	2
5887	1
5935	1
5950	1
5981	1
6085	1
6087	1
6090	1
6091	1
6093	2
6094	1
6095	2
6096	1
6099	2
6113	4
6114	4
6115	5
6116	3
6117	1
6118	6
6119	3
6123	1
6124	4
6125	4
6126	1
6127	3
6128	8
6130	7
6131	4
6132	3
6134	3
6136	1
6140	2
6142	1
6220	1
6221	1
6231	1
6340	1
6347	1
6348	1
6349	1
6352	1
6354	1
6369	8
6370	5
6371	2
6372	3
6373	2
6374	5
6375	2
6377	3
6378	1
6380	4
6381	4
6382	1
6383	5
6384	3
6386	5
6387	2
6388	6
6389	3
6390	4
6394	1
6395	1
